SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE
Carpodectes nitidus,Snowy Cotinga,snocot1
Xipholena punicea,Pompadour Cotinga,pomcot1
Xipholena lamellipennis,White-tailed Cotinga,whtcot1
Xipholena atropurpurea,White-winged Cotinga,whwcot1
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1
Tityra cayana,Black-tailed Tityra,blttit1
Tityra inquisitor,Black-crowned Tityra,blctit1
Tityra leucura,White-tailed Tityra,whttit2
Tityra semifasciata,Masked Tityra,mastit1
Schiffornis major,Varzea Schiffornis,varsch1
Schiffornis olivacea,Olivaceous Schiffornis,thlsch7
Schiffornis veraepacis,Northern Schiffornis,thlsch2
Schiffornis aenea,Foothill Schiffornis,thlsch8
Schiffornis stenorhyncha,Russet-winged Schiffornis,thlsch4
Schiffornis turdina,Brown-winged Schiffornis,thlsch3
Schiffornis virescens,Greenish Schiffornis,gresch2
Laniocera hypopyrra,Cinereous Mourner,cinmou1
Laniocera rufescens,Speckled Mourner,spemou1
Iodopleura isabellae,White-browed Purpletuft,whbpur1
Iodopleura fusca,Dusky Purpletuft,duspur1
Iodopleura pipra,Buff-throated Purpletuft,butpur1
Laniisoma buckleyi,Andean Laniisoma,shlcot2
Laniisoma elegans,Brazilian Laniisoma,shlcot3
Xenopsaris albinucha,White-naped Xenopsaris,whnxen1
Pachyramphus viridis,Green-backed Becard,grbbec1
Pachyramphus versicolor,Barred Becard,barbec1
Pachyramphus spodiurus,Slaty Becard,slabec1
Pachyramphus rufus,Cinereous Becard,cinbec2
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1
Pachyramphus polychopterus,White-winged Becard,whwbec1
Pachyramphus albogriseus,Black-and-white Becard,bawbec7
Pachyramphus salvini,Cryptic Becard,bawbec6
Pachyramphus major,Gray-collared Becard,grcbec1
Pachyramphus marginatus,Black-capped Becard,blcbec1
Pachyramphus surinamus,Glossy-backed Becard,glbbec1
Pachyramphus aglaiae,Rose-throated Becard,rotbec
Pachyramphus niger,Jamaican Becard,jambec1
Pachyramphus homochrous,One-colored Becard,oncbec1
Pachyramphus minor,Pink-throated Becard,pitbec1
Pachyramphus validus,Crested Becard,crebec1
Oxyruncus cristatus,Sharpbill,sharpb1
Onychorhynchus coronatus,Tropical Royal Flycatcher,royfly1
Onychorhynchus swainsoni,Atlantic Royal Flycatcher,royfly5
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,rutfly2
Myiobius villosus,Tawny-breasted Flycatcher,tabfly1
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,surfly1
Myiobius barbatus,Whiskered Flycatcher,whifly1
Myiobius atricaudus,Black-tailed Flycatcher,bltfly1
Piprites chloris,Wing-barred Piprites,wibpip1
Piprites griseiceps,Gray-headed Piprites,grhpip1
Piprites pileata,Black-capped Piprites,bkcpip1
Neopipo cinnamomea,Cinnamon Manakin-Tyrant,cinmat1
Calyptura cristata,Kinglet Calyptura,kincal1
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1
Platyrinchus mystaceus,White-throated Spadebill,whtspa1
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1
Platyrinchus flavigularis,Yellow-throated Spadebill,yetspa1
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1
Tachuris rubrigastra,Many-colored Rush Tyrant,mcrtyr1
Mionectes striaticollis,Streak-necked Flycatcher,stnfly1
Mionectes olivaceus,Olive-streaked Flycatcher,olsfly2
Mionectes galbinus,Olive-striped Flycatcher,olsfly1
Mionectes oleagineus,Ochre-bellied Flycatcher,ocbfly1
Mionectes macconnelli,McConnell's Flycatcher,mccfly1
Mionectes roraimae,Sierra de Lema Flycatcher,mccfly3
Mionectes rufiventris,Gray-hooded Flycatcher,gyhfly1
Leptopogon amaurocephalus,Sepia-capped Flycatcher,secfly1
Leptopogon superciliaris,Slaty-capped Flycatcher,slcfly1
Leptopogon rufipectus,Rufous-breasted Flycatcher,rubfly2
Leptopogon taczanowskii,Inca Flycatcher,incfly1
Pogonotriccus difficilis,Serra do Mar Bristle-Tyrant,sdmtyr2
Pogonotriccus eximius,Southern Bristle-Tyrant,sobtyr2
Pogonotriccus ophthalmicus,Marble-faced Bristle-Tyrant,mfbtyr1
Pogonotriccus lanyoni,Antioquia Bristle-Tyrant,anbtyr1
Pogonotriccus paulista,Sao Paulo Bristle-Tyrant,saptyr1
Pogonotriccus poecilotis,Variegated Bristle-Tyrant,vabtyr1
Pogonotriccus venezuelanus,Venezuelan Bristle-Tyrant,vebtyr2
Pogonotriccus orbitalis,Spectacled Bristle-Tyrant,spbtyr1
Pogonotriccus chapmani,Chapman's Bristle-Tyrant,chabrt1
Phylloscartes oustaleti,Oustalet's Tyrannulet,oustyr1
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1
Phylloscartes virescens,Olive-green Tyrannulet,olgtyr1
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,moctyr2
Phylloscartes beckeri,Bahia Tyrannulet,bahtyr1
Phylloscartes kronei,Restinga Tyrannulet,restyr1
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bartyr1
Phylloscartes ceciliae,Alagoas Tyrannulet,alatyr1
Phylloscartes roquettei,Minas Gerais Tyrannulet,migtyr1
Phylloscartes superciliaris,Rufous-browed Tyrannulet,rubtyr1
Phylloscartes nigrifrons,Black-fronted Tyrannulet,blftyr1
Phylloscartes flaviventris,Rufous-lored Tyrannulet,rultyr1
Phylloscartes gualaquizae,Ecuadorian Tyrannulet,ecutyr1
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,ciftyr1
Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,boptyr1
Pseudotriccus simplex,Hazel-fronted Pygmy-Tyrant,hfptyr1
Pseudotriccus ruficeps,Rufous-headed Pygmy-Tyrant,rhptyr1
Corythopis torquatus,Ringed Antpipit,rinant2
Corythopis delalandi,Southern Antpipit,souant1
Myiornis auricularis,Eared Pygmy-Tyrant,eaptyr1
Myiornis albiventris,White-bellied Pygmy-Tyrant,wbptyr1
Myiornis atricapillus,Black-capped Pygmy-Tyrant,bcptyr1
Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,stptyr1
Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,scptyr1
Lophotriccus vitiosus,Double-banded Pygmy-Tyrant,dbptyr1
Lophotriccus eulophotes,Long-crested Pygmy-Tyrant,lcptyr1
Lophotriccus galeatus,Helmeted Pygmy-Tyrant,heptyr1
Atalotriccus pilaris,Pale-eyed Pygmy-Tyrant,peptyr1
Oncostoma cinereigulare,Northern Bentbill,norben1
Oncostoma olivaceum,Southern Bentbill,souben1
Hemitriccus minor,Snethlage's Tody-Tyrant,snttyr1
Hemitriccus spodiops,Yungas Tody-Tyrant,yuttyr1
Hemitriccus cohnhafti,Acre Tody-Tyrant,acrtot1
Hemitriccus flammulatus,Flammulated Pygmy-Tyrant,flapyt1
Hemitriccus diops,Drab-breasted Pygmy-Tyrant,drbpyt1
Hemitriccus obsoletus,Brown-breasted Pygmy-Tyrant,bnbpyt1
Hemitriccus josephinae,Boat-billed Tody-Tyrant,bbttyr1
Hemitriccus zosterops,White-eyed Tody-Tyrant,wettyr1
Hemitriccus griseipectus,White-bellied Tody-Tyrant,whbtot1
Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,erttyr1
Hemitriccus iohannis,Johannes's Tody-Tyrant,jottyr1
Hemitriccus striaticollis,Stripe-necked Tody-Tyrant,snttyr2
Hemitriccus nidipendulus,Hangnest Tody-Tyrant,hattyr1
Hemitriccus margaritaceiventer,Pearly-vented Tody-Tyrant,pvttyr1
Hemitriccus inornatus,Pelzeln's Tody-Tyrant,pettyr1
Hemitriccus minimus,Zimmer's Tody-Tyrant,zittyr1
Hemitriccus granadensis,Black-throated Tody-Tyrant,btttyr1
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-Tyrant,cbttyr1
Hemitriccus mirandae,Buff-breasted Tody-Tyrant,bbttyr2
Hemitriccus kaempferi,Kaempfer's Tody-Tyrant,kattyr1
Hemitriccus rufigularis,Buff-throated Tody-Tyrant,btttyr2
Hemitriccus furcatus,Fork-tailed Pygmy-Tyrant,fotpyt1
Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,rcttyr1
Poecilotriccus luluae,Johnson's Tody-Flycatcher,johtot1
Poecilotriccus albifacies,White-cheeked Tody-Flycatcher,wcttyr1
Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,bawtyr1
Poecilotriccus senex,Buff-cheeked Tody-Flycatcher,buctof1
Poecilotriccus russatus,Ruddy Tody-Flycatcher,rudtof1
Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,ocftof1
Poecilotriccus fumifrons,Smoky-fronted Tody-Flycatcher,smftof1
Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,ruftof1
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,shtfly1
Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,gowtof1
Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,bkbtof1
Taeniotriccus andrei,Black-chested Tyrant,blctyr2
Todirostrum maculatum,Spotted Tody-Flycatcher,sptfly1
Todirostrum poliocephalum,Gray-headed Tody-Flycatcher,gyhtof1
Todirostrum cinereum,Common Tody-Flycatcher,cotfly1
Todirostrum viridanum,Maracaibo Tody-Flycatcher,matfly1
Todirostrum nigriceps,Black-headed Tody-Flycatcher,bhtfly1
Todirostrum pictum,Painted Tody-Flycatcher,patfly1
Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,ybtfly1
Cnipodectes subbrunneus,Brownish Twistwing,brofly1
Cnipodectes superrufus,Rufous Twistwing,ruftwi1
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1
Tolmomyias traylori,Orange-eyed Flatbill,orefly1
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1
Tolmomyias poliocephalus,Gray-crowned Flatbill,gycfly1
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2
Hirundinea ferruginea,Cliff Flycatcher,clifly1
Myiotriccus ornatus,Ornate Flycatcher,ornfly1
Nephelomyias pulcher,Handsome Flycatcher,hanfly1
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr
Ornithion inerme,White-lored Tyrannulet,whltyr1
Camptostoma imberbe,Northern Beardless-Tyrannulet,nobtyr
Camptostoma obsoletum,Southern Beardless-Tyrannulet,sobtyr1
Suiriri suiriri,Suiriri Flycatcher,suifly1
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1
Anairetes nigrocristatus,Black-crested Tit-Tyrant,bkctit1
Anairetes reguloides,Pied-crested Tit-Tyrant,pcttyr1
Anairetes alpinus,Ash-breasted Tit-Tyrant,abttyr1
Anairetes flavirostris,Yellow-billed Tit-Tyrant,ybttyr1
Anairetes parulus,Tufted Tit-Tyrant,tuttyr1
Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,jfttyr1
Uromyias agilis,Agile Tit-Tyrant,agitit1
Uromyias agraphia,Unstreaked Tit-Tyrant,unstit1
Nesotriccus tumbezanus,Tumbesian Tyrannulet,moctyr6
Nesotriccus maranonicus,Marañon Tyrannulet,moctyr4
Nesotriccus ridgwayi,Cocos Tyrannulet,cocfly1
Nesotriccus murinus,Mouse-colored Tyrannulet,y01204
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1
Polystictus pectoralis,Bearded Tachuri,beatac1
Polystictus superciliaris,Gray-backed Tachuri,gybtac1
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1
Pseudocolopteryx sclateri,Crested Doradito,credor1
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1
Pseudocolopteryx citreola,Ticking Doradito,ticdor1
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1
Myiopagis gaimardii,Forest Elaenia,forela1
Myiopagis parambae,Choco Elaenia,gryela1
Myiopagis cinerea,Amazonian Elaenia,gryela2
Myiopagis olallai,Foothill Elaenia,fooela1
Myiopagis caniceps,Gray-headed Elaenia,gryela3
Myiopagis subplacens,Pacific Elaenia,pacela1
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1
Myiopagis cotta,Jamaican Elaenia,jamela1
Myiopagis viridicata,Greenish Elaenia,greela
Elaenia cristata,Plain-crested Elaenia,plcela1
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1
Elaenia strepera,Slaty Elaenia,slaela1
Elaenia gigas,Mottle-backed Elaenia,mobela1
Elaenia sordida,Small-headed Elaenia,higela3
Elaenia dayi,Great Elaenia,greela1
Elaenia obscura,Highland Elaenia,higela2
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1
Elaenia parvirostris,Small-billed Elaenia,smbela1
Elaenia pelzelni,Brownish Elaenia,broela1
Elaenia spectabilis,Large Elaenia,larela1
Elaenia ridleyana,Noronha Elaenia,norela1
Elaenia mesoleuca,Olivaceous Elaenia,oliela1
Elaenia chiriquensis,Lesser Elaenia,lesela1
Elaenia brachyptera,Coopmans's Elaenia,cooela1
Elaenia albiceps,White-crested Elaenia,whcela1
Elaenia pallatangae,Sierran Elaenia,sieela3
Elaenia frantzii,Mountain Elaenia,mouela1
Elaenia olivina,Tepui Elaenia,sieela2
Elaenia martinica,Caribbean Elaenia,carela1
Elaenia fallax,Blue Mountain Elaenia,graela3
Elaenia cherriei,Hispaniolan Elaenia,graela4
Serpophaga cinerea,Torrent Tyrannulet,tortyr1
Serpophaga hypoleuca,River Tyrannulet,rivtyr1
Serpophaga nigricans,Sooty Tyrannulet,sootyr1
Serpophaga subcristata,White-crested Tyrannulet,y01036
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2
Phyllomyias virescens,Greenish Tyrannulet,gretyr1
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1
Phyllomyias urichi,Urich's Tyrannulet,urityr1
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1
Phyllomyias griseocapilla,Gray-capped Tyrannulet,gyctyr1
Acrochordopus zeledoni,White-fronted Tyrannulet,roltyr1
Acrochordopus burmeisteri,Rough-legged Tyrannulet,roltyr3
Tyranniscus nigrocapillus,Black-capped Tyrannulet,blctyr1
Tyranniscus cinereiceps,Ashy-headed Tyrannulet,ashtyr1
Tyranniscus uropygialis,Tawny-rumped Tyrannulet,tartyr1
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2
Zimmerius villarejoi,Mishana Tyrannulet,mistyr1
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1
Zimmerius acer,Guianan Tyrannulet,guityr1
Zimmerius vilissimus,Guatemalan Tyrannulet,paltyr2
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3
Zimmerius albigularis,Choco Tyrannulet,chotyr1
Zimmerius improbus,Spectacled Tyrannulet,paltyr4
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1
Euscarthmus fulviceps,Fulvous-faced Scrub-Tyrant,tacpyt2
Euscarthmus meloryphus,Fulvous-crowned Scrub-Tyrant,tacpyt1
Euscarthmus rufomarginatus,Rufous-sided Scrub-Tyrant,rsptyr1
Pseudelaenia leucospodia,Gray-and-white Tyrannulet,gawtyr2
Stigmatura napensis,Lesser Wagtail-Tyrant,lewtyr1
Stigmatura bahiae,Bahia Wagtail-Tyrant,leswat2
Stigmatura budytoides,Greater Wagtail-Tyrant,grwtyr1
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1
Inezia inornata,Plain Tyrannulet,platyr1
Inezia subflava,Amazonian Tyrannulet,amatyr1
Inezia caudata,Pale-tipped Tyrannulet,pattyr3
Myiophobus flavicans,Flavescent Flycatcher,flafly2
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1
Myiophobus inornatus,Unadorned Flycatcher,unafly1
Myiophobus roraimae,Roraiman Flycatcher,rorfly1
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1
Myiophobus crypterythrus,Mouse-gray Flycatcher,brcfly4
Myiophobus rufescens,Rufescent Flycatcher,brcfly3
Lathrotriccus euleri,Euler's Flycatcher,eulfly1
Lathrotriccus griseipectus,Gray-breasted Flycatcher,gybfly1
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1
Aphanotriccus audax,Black-billed Flycatcher,blbfly1
Xenotriccus callizonus,Belted Flycatcher,belfly1
Xenotriccus mexicanus,Pileated Flycatcher,pilfly1
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly
Mitrephanes olivaceus,Olive Flycatcher,olifly2
Contopus cooperi,Olive-sided Flycatcher,olsfly
Contopus ochraceus,Ochraceous Pewee,ochpew1
Contopus pertinax,Greater Pewee,grepew
Contopus lugubris,Dark Pewee,darpew1
Contopus fumigatus,Smoke-colored Pewee,smcpew1
Contopus pallidus,Jamaican Pewee,jampew1
Contopus punensis,Tumbes Pewee,tropew2
Contopus albogularis,White-throated Pewee,whtpew1
Contopus nigrescens,Blackish Pewee,blapew1
Contopus cinereus,Southern Tropical Pewee,tropew3
Contopus sordidulus,Western Wood-Pewee,wewpew
Contopus bogotensis,Northern Tropical Pewee,tropew4
Contopus virens,Eastern Wood-Pewee,eawpew
Contopus caribaeus,Cuban Pewee,cubpew1
Contopus hispaniolensis,Hispaniolan Pewee,hispew1
Contopus latirostris,Lesser Antillean Pewee,leapew1
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly
Empidonax virescens,Acadian Flycatcher,acafly
Empidonax alnorum,Alder Flycatcher,aldfly
Empidonax traillii,Willow Flycatcher,wilfly
Empidonax albigularis,White-throated Flycatcher,whtfly1
Empidonax minimus,Least Flycatcher,leafly
Empidonax hammondii,Hammond's Flycatcher,hamfly
Empidonax wrightii,Gray Flycatcher,gryfly
Empidonax oberholseri,Dusky Flycatcher,dusfly
Empidonax affinis,Pine Flycatcher,pinfly1
Empidonax difficilis,Western Flycatcher,wesfly
Empidonax flavescens,Yellowish Flycatcher,yelfly1
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly
Empidonax atriceps,Black-capped Flycatcher,blcfly1
Sayornis nigricans,Black Phoebe,blkpho
Sayornis phoebe,Eastern Phoebe,easpho
Sayornis saya,Say's Phoebe,saypho
Guyramemua affine,Chapada Flycatcher,chafly3
Sublegatus arenarum,Northern Scrub-Flycatcher,nosfly1
Sublegatus obscurior,Amazonian Scrub-Flycatcher,amsfly1
Sublegatus modestus,Southern Scrub-Flycatcher,sosfly1
Pyrocephalus rubinus,Vermilion Flycatcher,verfly
Pyrocephalus nanus,Brujo Flycatcher,brufly1
Lessonia rufa,Austral Negrito,ausneg1
Lessonia oreas,Andean Negrito,andneg1
Knipolegus orenocensis,Riverside Tyrant,rivtyr2
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1
Knipolegus poecilocercus,Amazonian Black-Tyrant,ambtyr1
Knipolegus franciscanus,Caatinga Black-Tyrant,whwblt2
Knipolegus lophotes,Crested Black-Tyrant,crbtyr1
Knipolegus nigerrimus,Velvety Black-Tyrant,vebtyr1
Knipolegus signatus,Jelski's Black-Tyrant,andtyr3
Knipolegus cabanisi,Plumbeous Black-Tyrant,andtyr2
Knipolegus cyanirostris,Blue-billed Black-Tyrant,bbbtyr1
Knipolegus striaticeps,Cinereous Tyrant,cintyr1
Knipolegus aterrimus,White-winged Black-Tyrant,whwblt1
Knipolegus hudsoni,Hudson's Black-Tyrant,hubtyr1
Hymenops perspicillatus,Spectacled Tyrant,spetyr1
Ochthornis littoralis,Drab Water Tyrant,drwtyr1
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2
Syrtidicola fluviatilis,Little Ground-Tyrant,ligtyr1
Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,sbgtyr1
Muscisaxicola griseus,Taczanowski's Ground-Tyrant,tacgrt1
Muscisaxicola juninensis,Puna Ground-Tyrant,pugtyr1
Muscisaxicola cinereus,Cinereous Ground-Tyrant,cingrt1
Muscisaxicola albifrons,White-fronted Ground-Tyrant,wfgtyr1
Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,ongtyr1
Muscisaxicola rufivertex,Rufous-naped Ground-Tyrant,rngtyr1
Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,dafgrt1
Muscisaxicola albilora,White-browed Ground-Tyrant,wbgtyr1
Muscisaxicola alpinus,Plain-capped Ground-Tyrant,plcgrt1
Muscisaxicola capistratus,Cinnamon-bellied Ground-Tyrant,cibgrt1
Muscisaxicola frontalis,Black-fronted Ground-Tyrant,bfgtyr1
Cnemarchus erythropygius,Red-rumped Bush-Tyrant,rrbtyr1
Cnemarchus rufipennis,Rufous-webbed Bush-Tyrant,rwbtyr1
Pyrope pyrope,Fire-eyed Diucon,fiediu1
Xolmis velatus,White-rumped Monjita,whrmon2
Xolmis irupero,White Monjita,whimon1
Nengetus cinereus,Gray Monjita,grymon1
Neoxolmis coronatus,Black-crowned Monjita,bkcmon1
Neoxolmis salinarum,Salinas Monjita,salmon1
Neoxolmis rubetra,Rusty-backed Monjita,rubmon1
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2
Agriornis montanus,Black-billed Shrike-Tyrant,bkbsht1
Agriornis albicauda,White-tailed Shrike-Tyrant,wtstyr1
Agriornis lividus,Great Shrike-Tyrant,gresht1
Agriornis micropterus,Gray-bellied Shrike-Tyrant,gybsht1
Agriornis murinus,Lesser Shrike-Tyrant,lessht1
Myiotheretes striaticollis,Streak-throated Bush-Tyrant,stbtyr1
Myiotheretes pernix,Santa Marta Bush-Tyrant,smbtyr1
Myiotheretes fumigatus,Smoky Bush-Tyrant,smbtyr2
Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,rbbtyr1
Arundinicola leucocephala,White-headed Marsh Tyrant,whmtyr1
Fluvicola pica,Pied Water-Tyrant,piwtyr1
Fluvicola albiventer,Black-backed Water-Tyrant,bbwtyr1
Fluvicola nengeta,Masked Water-Tyrant,mawtyr1
Muscipipra vetula,Shear-tailed Gray Tyrant,shtgrt1
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2
Heteroxolmis dominicana,Black-and-white Monjita,bawmon3
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1
Alectrurus risora,Strange-tailed Tyrant,stttyr1
Silvicultrix frontalis,Crowned Chat-Tyrant,crocht1
Silvicultrix jelskii,Jelski's Chat-Tyrant,jelcht1
Silvicultrix pulchella,Golden-browed Chat-Tyrant,gobcht1
Silvicultrix diadema,Yellow-bellied Chat-Tyrant,yebcht1
